id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Negative_509,1.625,4.984,3.142,6.176,3.359,1.733,3.575,3.467,6.934,9.642,1.976,6.06,3.82,7.509,4.084,1.185,0.179,0.274,0.213,0.267,0.269,0.806,0.112,0.348,0.295,0.429,0.392,0.179,0.274,0.378,0.166,0.289,0.231,0.243,0.225,0.014,0.177,0.226,0.14,0.209,0.217,0.433,0.433,0.217,99.892,0.433,0.217,1.083,99.892,0.108,0.217,75.19,97.616,0.325,0.217,0.217,0.433,0.217,99.892,0.325,0.43,0.11,0.11,0.0,0.33,0.33,0.43,0.0,0.11,0.22,0.0,0.22,0.54,0.0,0.0,0.11,0.11,0.43,0.22,0.33,0.54,0.65,0.0,0.33,0.33,0.33,0.0,0.65,3.335,0.834,2.557,1.612,1.723,0.889,1.834,1.779,3.557,4.876,5.004,4.786,0
Negative_1236,1.469,2.755,1.469,3.949,3.03,2.388,5.785,7.438,6.795,6.887,0.849,1.592,0.849,2.283,1.751,0.955,0.221,0.197,0.258,0.26,0.259,0.861,0.067,0.377,0.227,0.42,0.359,0.221,0.197,0.424,0.201,0.196,0.262,0.238,0.227,0.007,0.107,0.165,0.157,0.138,0.367,0.184,0.367,0.184,100.0,0.551,0.459,0.275,100.0,0.092,3.122,66.758,98.531,0.367,0.184,0.367,0.184,0.184,100.0,0.367,0.37,0.18,0.0,0.0,0.09,0.0,0.09,0.46,0.18,0.18,0.09,0.18,0.92,0.09,0.09,0.0,0.09,0.09,0.09,0.18,0.55,0.74,0.92,0.18,0.28,0.55,0.0,0.37,2.563,0.789,1.479,0.789,1.627,1.282,3.106,3.993,3.648,4.603,4.619,4.614,0
Negative_231,0.448,4.036,1.794,3.139,7.175,1.794,8.52,6.726,7.175,5.381,0.192,1.731,0.769,1.346,3.077,1.154,0.247,0.179,0.256,0.332,0.251,0.87,0.072,0.377,0.211,0.435,0.318,0.247,0.179,0.435,0.18,0.158,0.275,0.266,0.239,0.032,0.104,0.131,0.135,0.104,1.345,0.897,0.897,2.242,100.0,7.175,1.345,2.242,94.17,0.448,2.691,72.197,99.103,1.345,2.242,1.345,0.897,2.242,100.0,1.345,1.35,0.0,0.0,0.45,0.45,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,1.35,0.0,1.8,0.45,0.0,0.0,0.0,0.0,0.45,2.183,0.242,2.183,0.97,3.88,0.97,4.607,3.637,3.88,4.318,4.231,4.54,0
Negative_1151,1.156,1.734,3.468,0.578,6.936,0.578,9.249,1.734,8.671,5.78,0.461,0.692,1.384,0.231,2.769,2.077,0.341,0.133,0.295,0.405,0.22,0.902,0.023,0.347,0.156,0.399,0.26,0.341,0.133,0.422,0.215,0.116,0.349,0.36,0.14,0.0,0.047,0.122,0.163,0.087,1.734,5.202,2.312,15.029,100.0,1.156,1.734,18.497,100.0,0.578,15.029,76.879,95.376,1.734,15.029,1.734,5.202,15.029,100.0,1.156,0.0,0.58,0.0,0.0,0.58,0.0,0.0,0.58,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.58,0.0,3.54,0.59,0.885,1.77,3.54,0.295,4.721,0.885,4.426,4.821,5.267,4.747,0
Positive_246,4.545,6.477,0.341,9.318,8.636,4.886,1.932,3.068,6.591,8.182,4.504,6.419,0.338,9.235,8.559,2.703,0.208,0.355,0.217,0.275,0.272,0.722,0.158,0.293,0.372,0.361,0.431,0.208,0.355,0.338,0.203,0.323,0.203,0.254,0.242,0.034,0.204,0.255,0.185,0.22,0.227,0.568,0.568,0.341,100.0,0.227,0.341,2.159,98.068,0.114,0.341,77.955,100.0,0.227,0.341,0.227,0.568,0.341,100.0,0.227,0.11,0.34,0.68,0.46,0.11,0.0,0.68,0.91,0.8,0.8,0.46,0.11,0.68,0.0,0.57,0.57,0.11,0.0,0.23,0.34,0.23,0.11,0.11,0.0,0.0,0.23,0.11,0.23,3.513,2.23,3.178,0.167,4.237,2.397,0.948,1.505,3.234,5.164,5.083,5.262,1
Negative_160,2.903,5.048,2.314,5.764,4.796,3.197,4.544,7.236,10.223,5.848,1.579,2.745,1.258,3.134,2.608,1.144,0.228,0.268,0.288,0.249,0.324,0.796,0.108,0.353,0.295,0.427,0.345,0.228,0.268,0.402,0.197,0.229,0.234,0.185,0.257,0.018,0.165,0.19,0.16,0.166,0.084,0.126,0.294,0.084,99.958,0.799,0.084,0.715,99.285,0.042,0.084,76.399,99.958,0.294,0.084,0.084,0.126,0.084,99.958,0.294,0.46,0.42,0.17,0.0,0.29,0.17,0.25,0.46,0.13,0.08,0.04,0.17,0.88,0.25,0.13,0.25,0.08,0.34,0.04,0.46,0.29,0.72,0.88,0.84,0.38,1.05,0.25,0.25,3.366,1.538,2.675,1.226,2.541,1.694,2.408,3.834,5.417,4.695,4.795,4.689,0
Positive_1097,4.192,9.132,0.449,6.138,5.539,13.174,2.994,3.293,5.539,7.036,2.961,6.451,0.317,4.336,3.913,2.538,0.257,0.388,0.22,0.281,0.299,0.699,0.153,0.299,0.397,0.395,0.347,0.257,0.388,0.344,0.211,0.277,0.181,0.213,0.238,0.058,0.187,0.234,0.192,0.199,2.096,0.299,0.299,0.449,100.0,0.749,2.096,0.449,99.251,0.15,3.743,72.455,98.653,2.096,0.449,0.749,0.299,0.449,100.0,2.096,0.3,0.0,0.6,1.35,0.0,0.15,0.3,0.6,0.3,0.15,1.05,0.15,0.0,1.8,1.05,0.15,0.15,0.15,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.45,0.84,2.138,4.656,0.229,2.824,6.717,1.527,1.679,2.824,4.803,4.928,4.801,1
Negative_146,2.586,6.034,2.586,6.034,3.448,2.586,6.034,12.069,11.207,2.586,1.829,4.267,1.829,4.267,2.438,1.219,0.207,0.224,0.328,0.233,0.44,0.828,0.121,0.405,0.25,0.491,0.302,0.207,0.224,0.448,0.165,0.191,0.252,0.104,0.313,0.026,0.217,0.165,0.087,0.157,1.724,5.172,1.724,3.448,98.276,6.034,1.724,3.448,82.759,0.862,4.31,61.207,96.552,1.724,3.448,1.724,5.172,3.448,98.276,1.724,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,1.74,0.0,0.0,0.87,0.0,0.0,0.87,0.87,0.0,0.0,0.87,3.48,0.0,1.74,0.0,0.87,1.398,1.398,3.262,1.398,1.864,1.398,3.262,6.525,6.059,4.898,4.233,4.436,0
Negative_961,2.95,5.015,2.95,2.95,2.065,4.13,4.425,6.785,10.029,3.54,2.144,3.645,2.144,2.144,1.501,5.789,0.254,0.227,0.342,0.298,0.381,0.838,0.08,0.428,0.245,0.507,0.239,0.254,0.227,0.525,0.166,0.163,0.275,0.192,0.198,0.012,0.142,0.192,0.133,0.127,0.59,1.475,0.59,9.44,100.0,1.475,1.77,10.619,100.0,0.295,9.735,47.198,95.575,0.59,5.605,0.59,4.13,9.44,100.0,0.59,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,1.18,1.48,0.59,0.89,0.59,0.0,0.0,2.162,1.545,2.626,1.545,1.081,2.162,2.317,3.553,5.251,4.815,4.718,5.042,0
Negative_301,1.562,0.0,6.25,1.562,3.125,6.25,3.125,7.812,12.5,0.0,1.659,0.0,6.638,1.659,3.319,0.0,0.266,0.297,0.312,0.219,0.266,0.797,0.016,0.359,0.312,0.422,0.312,0.266,0.297,0.375,0.254,0.349,0.222,0.27,0.238,0.0,0.032,0.286,0.175,0.27,6.25,4.688,6.25,3.125,100.0,7.812,6.25,3.125,100.0,1.562,56.25,56.25,56.25,6.25,3.125,6.25,4.688,3.125,100.0,6.25,0.0,1.59,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1.59,1.59,0.0,0.0,1.59,1.59,0.0,0.0,0.0,1.59,0.0,1.59,1.59,0.0,3.17,0.0,0.0,6.132,0.766,0.0,3.066,1.533,3.066,1.533,3.833,6.132,6.358,4.594,3.871,0
Negative_798,5.0,1.667,7.778,8.889,3.889,6.111,1.667,6.111,5.0,5.0,1.275,0.425,1.984,2.267,0.992,0.567,0.256,0.339,0.206,0.272,0.233,0.728,0.106,0.306,0.344,0.4,0.344,0.256,0.339,0.333,0.19,0.19,0.156,0.201,0.173,0.045,0.101,0.162,0.145,0.151,1.111,1.667,1.111,3.889,100.0,2.778,1.667,3.889,97.778,0.556,18.889,85.0,98.889,1.111,3.889,1.111,2.778,3.889,100.0,1.111,0.56,0.0,0.0,0.0,1.68,0.56,0.56,0.56,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.0,0.0,0.0,1.12,0.56,0.0,1.12,1.12,0.0,0.56,0.0,0.0,0.0,5.571,2.639,0.88,4.105,2.053,3.225,0.88,3.225,2.639,4.708,4.325,4.8,0
Negative_20,4.132,0.826,3.306,2.479,3.306,1.653,3.306,12.397,8.264,7.438,2.791,0.558,2.233,1.674,2.233,0.558,0.182,0.182,0.355,0.306,0.306,0.909,0.033,0.438,0.19,0.479,0.339,0.182,0.182,0.455,0.183,0.142,0.333,0.267,0.283,0.008,0.058,0.1,0.117,0.092,6.612,1.653,1.653,14.05,95.041,1.653,10.744,19.008,88.43,0.826,34.711,89.256,92.562,6.612,14.05,4.132,1.653,14.05,95.041,6.612,0.0,1.67,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,3.33,0.83,0.0,0.0,0.0,0.0,0.0,1.67,0.83,0.83,3.33,0.83,0.0,0.83,0.0,0.0,2.387,2.387,0.477,1.91,1.91,0.955,1.91,7.162,4.775,3.94,4.636,3.761,0
Negative_1288,4.072,4.525,4.977,4.977,4.525,11.765,4.525,5.43,12.217,3.167,3.173,3.526,3.878,3.878,3.526,1.762,0.299,0.344,0.294,0.267,0.321,0.733,0.095,0.344,0.371,0.439,0.262,0.299,0.344,0.394,0.209,0.236,0.195,0.209,0.241,0.018,0.155,0.2,0.168,0.164,1.357,3.167,0.905,2.715,99.548,0.905,1.357,2.715,92.76,0.452,6.335,83.258,99.548,1.357,2.262,1.357,5.882,2.715,99.548,1.357,0.0,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.45,0.45,0.45,0.0,0.91,0.45,0.45,0.45,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.45,0.45,0.91,0.0,0.45,2.739,2.054,2.282,2.51,2.282,5.934,2.282,2.739,6.162,4.806,4.895,5.021,0
Negative_1090,0.877,1.754,3.509,6.14,0.0,3.509,4.386,11.404,9.649,7.018,0.617,1.233,2.468,4.318,0.0,0.0,0.219,0.219,0.307,0.211,0.368,0.833,0.079,0.474,0.263,0.526,0.254,0.219,0.219,0.518,0.177,0.195,0.327,0.168,0.354,0.009,0.133,0.124,0.106,0.088,2.632,1.754,1.754,6.14,99.123,1.754,2.632,24.561,81.579,0.877,6.14,66.667,99.123,2.632,6.14,2.632,1.754,6.14,99.123,2.632,0.0,0.88,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,1.77,1.77,0.88,0.0,0.0,0.0,0.0,2.809,0.468,0.936,1.873,0.0,1.873,2.341,6.086,5.149,4.624,4.603,4.218,0
Negative_1111,0.0,6.667,0.952,6.667,2.857,0.0,8.571,6.667,7.619,4.762,0.0,5.681,0.811,5.681,2.435,1.623,0.305,0.276,0.257,0.276,0.324,0.771,0.133,0.352,0.314,0.429,0.267,0.305,0.276,0.41,0.202,0.202,0.202,0.298,0.231,0.0,0.144,0.212,0.154,0.154,1.905,3.81,2.857,5.714,100.0,4.762,1.905,5.714,68.571,0.952,26.667,91.429,100.0,1.905,5.714,1.905,3.81,5.714,100.0,1.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.96,0.0,0.0,0.0,0.0,4.389,0.0,3.072,0.439,1.317,0.0,3.95,3.072,3.511,4.998,5.634,5.719,0
Negative_1008,1.617,2.695,2.965,2.965,3.235,1.078,3.774,7.008,9.434,8.086,0.861,1.435,1.578,1.578,1.722,1.005,0.226,0.186,0.28,0.275,0.272,0.854,0.057,0.402,0.21,0.458,0.315,0.226,0.186,0.445,0.168,0.165,0.289,0.254,0.235,0.019,0.089,0.114,0.127,0.089,1.078,0.539,0.539,5.93,99.191,1.617,1.348,7.278,98.922,0.27,7.008,80.054,99.191,1.078,3.504,1.078,0.539,5.93,99.191,1.078,1.35,1.08,0.0,0.0,0.27,0.0,0.27,0.54,0.0,0.0,0.0,1.08,1.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.27,1.35,0.54,0.27,0.0,0.0,4.054,0.839,1.398,1.538,1.678,0.559,1.957,3.635,4.893,4.525,4.8,4.88,0
Positive_543,1.053,8.421,1.053,8.421,4.211,10.526,6.316,1.053,7.368,6.316,0.755,6.039,0.755,6.039,3.02,1.51,0.253,0.326,0.221,0.263,0.263,0.716,0.168,0.316,0.337,0.411,0.337,0.253,0.326,0.347,0.202,0.34,0.213,0.245,0.266,0.085,0.255,0.255,0.191,0.223,2.105,3.158,4.211,3.158,100.0,2.105,9.474,17.895,100.0,1.053,3.158,65.263,94.737,2.105,3.158,2.105,3.158,3.158,100.0,2.105,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.06,3.19,1.06,0.0,0.0,0.0,1.06,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,2.13,0.545,0.545,4.36,0.545,2.18,5.45,3.27,0.545,3.815,4.786,5.074,5.123,1
Positive_1164,5.859,4.688,0.0,8.203,7.031,6.641,3.516,1.953,6.641,8.203,5.58,4.465,0.0,7.812,6.696,3.349,0.219,0.332,0.199,0.262,0.281,0.762,0.129,0.305,0.352,0.352,0.43,0.219,0.332,0.359,0.184,0.325,0.2,0.231,0.247,0.031,0.196,0.267,0.18,0.227,3.125,0.781,0.781,1.172,100.0,3.125,1.172,2.734,100.0,0.391,1.953,69.141,97.266,3.125,1.172,3.125,0.781,1.172,100.0,3.125,0.39,0.0,0.39,0.0,0.0,0.0,0.39,1.18,0.78,0.39,0.39,0.0,0.0,0.39,1.18,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2.184,2.978,2.383,0.0,3.573,3.375,1.787,0.993,3.375,4.986,4.932,4.78,1
Negative_155,4.474,6.676,7.158,5.368,3.854,2.753,2.615,2.478,8.741,7.502,4.521,6.747,7.234,5.425,3.895,1.113,0.209,0.281,0.218,0.309,0.329,0.795,0.12,0.322,0.318,0.46,0.331,0.209,0.281,0.37,0.185,0.304,0.243,0.205,0.225,0.014,0.189,0.246,0.148,0.215,0.482,0.206,0.206,0.344,100.0,0.551,0.275,0.964,100.0,0.069,0.757,76.325,99.794,0.275,0.344,0.275,0.206,0.344,100.0,0.275,0.21,0.07,0.21,0.14,0.41,1.24,0.21,0.14,0.07,0.0,0.0,0.41,0.28,0.0,0.21,0.21,0.21,0.07,0.0,0.21,0.07,0.0,0.07,0.28,0.69,0.21,0.07,0.21,2.869,2.247,3.353,3.595,1.935,1.383,1.313,1.244,4.39,5.132,4.836,5.045,0
Positive_782,4.937,4.557,1.646,7.848,5.949,6.076,5.949,4.43,5.823,5.696,2.89,2.667,0.963,4.594,3.482,1.704,0.271,0.316,0.243,0.292,0.238,0.762,0.124,0.27,0.338,0.332,0.397,0.271,0.316,0.32,0.205,0.247,0.19,0.276,0.184,0.023,0.185,0.234,0.18,0.204,0.38,0.633,0.38,0.253,99.62,1.139,0.633,0.253,97.848,0.127,0.886,78.228,99.62,0.38,0.253,0.38,0.886,0.253,99.62,0.38,0.13,0.38,0.38,0.0,0.38,0.13,0.89,0.63,0.13,0.38,0.13,0.38,0.25,0.25,0.89,0.13,0.38,0.0,0.38,0.25,0.13,0.13,0.13,0.51,0.0,0.51,0.25,0.13,2.751,2.555,2.358,0.852,3.078,3.144,3.078,2.292,3.013,4.771,4.787,4.836,1
Negative_948,3.478,4.348,4.348,4.348,0.0,4.348,4.348,10.435,10.435,6.957,5.439,6.799,6.799,6.799,0.0,1.36,0.2,0.287,0.261,0.2,0.365,0.809,0.087,0.391,0.296,0.478,0.322,0.2,0.287,0.409,0.175,0.316,0.184,0.237,0.281,0.018,0.14,0.219,0.14,0.219,1.739,3.478,6.957,7.826,97.391,6.957,1.739,7.826,97.391,0.87,8.696,43.478,90.435,1.739,7.826,1.739,8.696,7.826,97.391,1.739,1.75,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,1.75,3.51,0.0,2.63,0.0,0.0,3.153,1.801,2.252,2.252,0.0,2.252,2.252,5.405,5.405,5.019,4.128,4.195,0
Negative_1308,3.217,4.558,2.145,4.29,6.166,6.166,4.021,5.362,7.775,6.702,3.506,4.968,2.338,4.676,6.72,3.214,0.231,0.282,0.249,0.271,0.308,0.788,0.088,0.33,0.295,0.397,0.373,0.231,0.282,0.373,0.21,0.301,0.247,0.228,0.234,0.011,0.145,0.237,0.191,0.226,0.536,1.072,0.536,1.072,100.0,0.804,1.877,4.558,100.0,0.268,10.456,73.458,94.906,0.536,1.072,0.536,1.072,1.072,100.0,0.536,0.27,0.27,0.27,0.54,0.27,0.27,0.54,0.0,0.27,0.81,0.27,0.27,0.54,0.0,0.0,1.88,0.27,0.0,0.54,0.0,0.0,1.34,0.27,0.27,0.27,0.81,0.27,1.08,3.114,1.625,2.302,1.083,3.114,3.114,2.031,2.708,3.927,5.321,5.213,4.771,0
Negative_817,2.564,0.855,3.419,1.709,3.419,13.675,0.855,3.419,6.838,10.256,2.141,0.714,2.855,1.427,2.855,3.569,0.359,0.368,0.231,0.274,0.197,0.701,0.026,0.299,0.376,0.342,0.299,0.359,0.368,0.35,0.31,0.31,0.19,0.319,0.198,0.017,0.017,0.216,0.267,0.19,5.128,1.709,1.709,2.564,100.0,1.709,10.256,3.419,100.0,0.855,76.068,83.761,84.615,5.128,2.564,5.128,1.709,2.564,100.0,5.128,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,6.127,1.149,0.383,1.532,1.532,6.127,0.383,1.532,3.064,5.852,5.643,5.007,0
Positive_1163,0.617,3.704,0.0,11.111,5.864,3.086,2.469,6.481,1.852,5.556,0.567,3.401,0.0,10.203,5.385,2.267,0.222,0.309,0.204,0.219,0.216,0.719,0.148,0.327,0.333,0.364,0.414,0.222,0.309,0.377,0.217,0.285,0.192,0.229,0.22,0.034,0.189,0.238,0.189,0.207,0.926,0.617,1.235,0.617,99.691,3.086,0.926,2.16,95.679,0.309,0.617,74.383,99.691,1.543,0.617,0.926,0.617,0.617,99.691,1.543,0.31,0.62,0.62,0.0,0.0,0.0,0.93,0.31,0.31,0.31,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.93,0.62,1.24,0.62,0.0,0.0,0.0,0.31,0.0,4.8,0.291,1.745,0.0,2.763,1.454,1.163,3.054,0.873,5.214,5.612,5.089,1
Negative_1183,3.2,6.0,14.4,4.8,3.6,6.4,1.6,8.4,11.2,4.8,2.015,3.778,9.068,3.023,2.267,4.03,0.252,0.296,0.304,0.328,0.32,0.744,0.108,0.276,0.304,0.48,0.268,0.252,0.296,0.348,0.245,0.249,0.229,0.201,0.169,0.048,0.137,0.265,0.161,0.233,0.8,1.6,0.8,3.6,98.8,2.4,2.0,4.8,98.8,0.4,3.6,62.0,92.4,0.8,3.6,0.8,1.6,3.6,98.8,0.8,0.0,0.4,0.4,0.0,2.41,2.41,0.0,0.0,0.4,0.8,0.4,1.61,0.4,0.8,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.4,2.01,2.81,0.0,0.8,4.393,1.674,3.138,7.531,1.883,3.347,0.837,4.393,5.858,4.919,4.861,4.958,0
Positive_517,5.139,3.472,2.361,7.083,6.806,8.194,3.889,4.861,6.806,6.111,4.154,2.807,1.909,5.726,5.502,3.256,0.256,0.304,0.258,0.299,0.276,0.775,0.106,0.308,0.322,0.367,0.378,0.256,0.304,0.367,0.238,0.267,0.22,0.243,0.26,0.019,0.164,0.232,0.203,0.2,0.833,0.278,0.694,0.278,100.0,0.694,0.278,1.111,100.0,0.139,6.389,80.833,99.167,0.833,0.278,0.833,0.278,0.278,100.0,0.556,0.28,0.0,0.56,0.28,0.28,0.0,0.56,0.56,0.14,0.14,0.42,0.56,0.56,0.28,0.42,0.56,0.28,0.0,0.42,0.14,0.28,0.14,0.14,0.28,0.14,0.28,0.28,0.28,1.943,2.663,1.799,1.224,3.527,4.246,2.015,2.519,3.527,4.926,4.763,4.957,1
Positive_366,3.22,6.977,1.968,5.903,5.903,6.798,3.399,5.188,8.587,6.619,2.554,5.533,1.561,4.681,4.681,3.121,0.284,0.333,0.288,0.272,0.288,0.735,0.129,0.279,0.372,0.369,0.347,0.284,0.333,0.358,0.263,0.283,0.204,0.265,0.215,0.02,0.195,0.274,0.226,0.228,0.894,0.716,0.716,0.358,100.0,1.252,0.894,0.358,99.284,0.179,2.504,69.946,98.032,0.894,0.358,0.894,0.716,0.358,100.0,0.894,0.18,0.54,0.72,0.0,0.18,0.18,0.36,0.18,0.54,0.18,0.72,0.18,0.36,0.36,0.36,1.25,0.18,0.36,0.36,0.0,0.36,0.18,0.18,0.54,0.54,0.54,0.36,0.9,3.419,1.62,3.509,0.99,2.969,3.419,1.71,2.609,4.319,5.13,5.176,4.879,1
Positive_541,5.707,4.982,2.446,6.703,6.25,6.522,6.341,2.536,6.159,6.975,3.908,3.411,1.675,4.59,4.279,2.605,0.28,0.322,0.22,0.335,0.241,0.768,0.117,0.245,0.343,0.32,0.4,0.28,0.322,0.304,0.249,0.264,0.193,0.272,0.209,0.025,0.178,0.247,0.218,0.214,0.181,0.725,0.272,0.362,100.0,0.272,0.181,0.362,100.0,0.091,1.449,68.75,99.457,0.181,0.362,0.181,0.725,0.362,100.0,0.181,0.0,0.09,0.27,0.18,0.27,0.18,0.54,0.82,0.09,0.09,0.45,0.18,0.27,0.27,0.82,0.63,0.27,0.0,0.09,0.0,0.27,0.09,0.09,0.09,0.18,0.18,0.63,0.27,2.521,2.888,2.521,1.238,3.162,3.3,3.208,1.283,3.116,4.877,5.12,4.903,1
Negative_342,5.128,2.564,8.974,0.0,3.846,6.41,8.974,7.692,5.128,6.41,3.158,1.579,5.526,0.0,2.368,0.789,0.295,0.218,0.244,0.359,0.282,0.872,0.026,0.295,0.244,0.41,0.295,0.295,0.218,0.333,0.247,0.208,0.208,0.312,0.208,0.013,0.039,0.182,0.182,0.143,7.692,2.564,3.846,2.564,94.872,5.128,2.564,25.641,93.59,1.282,33.333,33.333,94.872,7.692,2.564,5.128,2.564,2.564,94.872,7.692,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.3,0.0,0.0,0.0,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.6,1.3,1.3,0.0,0.0,0.0,2.063,2.75,1.375,4.813,2.063,3.438,4.813,4.126,2.75,4.554,4.487,4.366,0
Negative_227,0.69,3.448,0.69,4.138,1.379,0.69,3.448,11.034,13.793,4.828,0.54,2.697,0.54,3.237,1.079,0.54,0.186,0.248,0.352,0.193,0.372,0.848,0.076,0.51,0.276,0.552,0.262,0.186,0.248,0.545,0.167,0.181,0.285,0.139,0.403,0.014,0.125,0.056,0.104,0.049,2.069,3.448,1.379,6.207,99.31,1.379,2.069,23.448,95.862,0.69,6.207,73.793,99.31,2.069,6.207,2.069,3.448,6.207,99.31,2.069,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.69,0.69,1.39,1.39,0.69,0.69,0.0,0.69,0.0,0.69,3.726,0.373,1.863,0.373,0.745,0.373,1.863,5.96,7.451,4.916,4.294,4.597,0
Positive_11,6.183,5.117,4.691,4.904,8.316,4.691,2.772,4.478,10.235,7.676,5.96,4.932,4.521,4.727,8.015,3.494,0.224,0.29,0.29,0.369,0.343,0.8,0.1,0.333,0.309,0.431,0.345,0.224,0.29,0.388,0.229,0.209,0.276,0.216,0.192,0.028,0.156,0.199,0.171,0.152,1.919,0.426,1.493,0.426,99.147,1.493,0.426,1.279,92.751,0.213,8.742,75.906,98.721,0.64,0.426,0.64,0.426,0.426,99.147,0.64,0.21,0.21,0.43,0.43,0.0,0.64,0.43,0.64,0.21,0.43,0.0,0.0,0.0,0.43,0.21,0.85,0.0,0.21,0.0,0.0,0.43,0.43,0.21,0.0,0.85,0.43,0.0,0.64,2.724,3.16,2.615,2.397,4.25,2.397,1.417,2.288,5.23,4.76,4.942,4.737,1
Positive_888,5.457,7.522,0.0,6.637,6.637,11.504,2.655,3.245,5.31,6.047,4.15,5.72,0.0,5.047,5.047,3.028,0.237,0.373,0.22,0.265,0.294,0.724,0.142,0.319,0.382,0.394,0.369,0.237,0.373,0.367,0.199,0.3,0.188,0.22,0.258,0.052,0.191,0.23,0.179,0.192,0.295,0.442,0.295,0.442,100.0,2.212,0.442,1.032,100.0,0.147,6.047,72.566,99.41,0.295,0.442,0.295,0.442,0.442,100.0,0.295,0.15,0.0,0.44,1.62,0.0,0.0,0.59,0.89,0.59,0.44,0.44,0.0,0.44,0.89,1.18,0.44,0.3,0.59,0.0,0.44,0.0,0.3,0.0,0.3,0.0,0.15,0.15,0.15,0.993,2.827,3.897,0.0,3.439,5.96,1.376,1.681,2.751,4.837,4.767,4.684,1
